dataset,query_set,mu,algorithm,params,rel_err,samples,query_time,build_time
aloi,test,0.001,ann-faiss,"{}_[320, 40, 256, 1]",0.4495216559161434,747.8494,0.1256070852279663,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 256, 5]",0.3165617110406648,2520.134,0.22478873729705814,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 256, 10]",0.3064876442147337,4628.8621,0.3173742532730103,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 256, 50]",0.3036831269720382,20143.7271,0.9886963367462158,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 512, 1]",0.4755128599503376,777.1222,0.10276575088500975,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 512, 5]",0.32667029695805955,1661.7507,0.17259187698364262,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 512, 10]",0.3140918639251811,2729.8592,0.22402558326721195,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 512, 50]",0.30421539020150784,10733.8974,0.5712361812591552,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 1024, 1]",0.4983968433603281,1171.4497,0.08726792335510256,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 1024, 5]",0.3472364896855275,1589.015,0.14685146808624266,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 1024, 10]",0.3239419800456524,2100.4816,0.17951014041900631,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 1024, 50]",0.305937205553706,6037.0269,0.3769726991653443,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 2048, 1]",0.5882470824235557,2143.5974,0.08965377807617189,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 2048, 5]",0.3818100356250773,2339.247,0.1301614761352539,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 2048, 10]",0.3284282552108364,2585.1212,0.1642996549606323,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 2048, 50]",0.30104657896404796,4489.0423,0.2874898910522461,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 4096, 1]",0.644564691219059,4165.7229,0.1111062526702881,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 4096, 5]",0.44957514707326957,4260.6132,0.13277418613433836,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 4096, 10]",0.37071393160992683,4378.2385,0.16372253894805905,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 40, 4096, 50]",0.3097100527923584,5312.863,0.27010393142700195,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 32, 1]",0.3230726956509987,3365.6977,0.29198408126831055,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 32, 5]",0.22442185292379654,15978.8492,0.745914053916931,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 32, 10]",0.22213645449129077,30896.6267,1.342418718338013,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 32, 50]",0.21785647147811416,88112.0,3.887190437316895,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 64, 1]",0.33562176678250605,1774.9877,0.22472531795501713,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 64, 5]",0.22769089808427034,8228.7687,0.49393854141235344,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 64, 10]",0.21888778524897334,16003.3548,0.8152656316757201,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 64, 50]",0.2183715580281941,72010.8987,3.63611752986908,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 128, 1]",0.3252241447592567,1078.1797,0.18012089729309086,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 128, 5]",0.22957355237395477,4432.1225,0.3306939125061036,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 128, 10]",0.22350665150552376,8400.7003,0.4865740299224853,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 128, 50]",0.22346974479374768,37017.3737,1.820212531089783,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 256, 1]",0.33400567235888795,787.8494,0.1507404327392578,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 256, 5]",0.23336726838269348,2560.134,0.24395222663879398,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 256, 10]",0.22180684555379512,4668.8621,0.3334937810897828,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 256, 50]",0.22153925259577423,20183.7271,0.9938660383224486,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 512, 1]",0.36607102042872847,817.1222,0.12376909255981447,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 512, 5]",0.23935063924130717,1701.7507,0.1919982194900513,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 512, 10]",0.2221312209902976,2769.8592,0.24226968288421627,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 512, 50]",0.21742872970225807,10773.8974,0.5827113389968872,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 1024, 1]",0.40240826728075396,1211.4497,0.10462038516998293,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 1024, 5]",0.2570273314109998,1629.015,0.16219263076782225,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 1024, 10]",0.22835333316147835,2140.4816,0.1962556600570679,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 1024, 50]",0.2183621356745045,6077.0269,0.38859839439392097,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 2048, 1]",0.4373585249745298,2183.5974,0.10773677825927733,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 2048, 5]",0.2898050864175366,2379.247,0.14964249134063717,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 2048, 10]",0.2416131970260683,2625.1212,0.1823471307754517,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 2048, 50]",0.21865882686620322,4529.0423,0.3060388803482056,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 4096, 1]",0.5218573934853379,4205.7229,0.1290022850036621,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 4096, 5]",0.33775071641640764,4300.6132,0.15123982429504396,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 4096, 10]",0.27466692870918896,4418.2385,0.18241095542907715,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 80, 4096, 50]",0.2227506238228294,5352.863,0.287499713897705,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 32, 1]",0.26056700053512305,3445.6977,0.3275789976119995,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 32, 5]",0.15853259307689216,16058.8492,0.7787523508071901,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 32, 10]",0.15780518866187376,30976.6267,1.3710238933563232,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 32, 50]",0.15703626168774013,88192.0,3.9132011413574213,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 64, 1]",0.2680013239255852,1854.9877,0.272059178352356,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 64, 5]",0.1714269663475191,8308.7687,0.5270362377166747,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 64, 10]",0.15869761463943363,16083.3548,0.8442088127136229,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 64, 50]",0.15602637468691039,72090.8987,3.635053277015686,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 128, 1]",0.27240814975815025,1158.1797,0.22255480289459229,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 128, 5]",0.16539059026608838,4512.1225,0.36750564575195305,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 128, 10]",0.15625643393190058,8480.7003,0.5293784141540527,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 128, 50]",0.1564005189461579,37097.3737,1.8624593973159793,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 256, 1]",0.26767261614618487,867.8494,0.1936156272888184,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 256, 5]",0.16410136948863027,2640.134,0.27700164318084713,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 256, 10]",0.15862284946008876,4748.8621,0.36356401443481445,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 256, 50]",0.15539465230000732,20263.7271,1.0165197134017947,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 512, 1]",0.2773582316143522,897.1222,0.16647653579711913,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 512, 5]",0.17713258017990907,1781.7507,0.23871414661407467,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 512, 10]",0.1612043193357616,2849.8592,0.2896425008773803,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 512, 50]",0.15486222718666812,10853.8974,0.6496973514556885,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 1024, 1]",0.3162452974019506,1291.4497,0.1377551555633545,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 1024, 5]",0.18246004828365617,1709.015,0.19749417304992672,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 1024, 10]",0.16224157494126235,2220.4816,0.23235273361206055,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 1024, 50]",0.15779997903150098,6157.0269,0.42625622749328607,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 2048, 1]",0.3427812079707733,2263.5974,0.14135975837707518,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 2048, 5]",0.21193702756791793,2459.247,0.18253984451293942,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 2048, 10]",0.17161561787045726,2705.1212,0.21722638607025146,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 2048, 50]",0.15937051533654809,4609.0423,0.34378008842468255,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 4096, 1]",0.4203949207312067,4285.7229,0.16556591987609864,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 4096, 5]",0.24930204844947493,4380.6132,0.18881042003631596,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 4096, 10]",0.19599375777490485,4498.2385,0.2185312747955322,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 160, 4096, 50]",0.1583337696272355,5432.863,0.3224178791046143,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 32, 1]",0.19177141713604484,3605.6977,0.40331206321716295,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 32, 5]",0.11384037880230512,16218.8492,0.8490066051483153,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 32, 10]",0.11140686038774056,31136.6267,1.4404644966125488,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 32, 50]",0.11044277230230745,88352.0,3.697351431846619,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 64, 1]",0.1999653892107724,2014.9877,0.3584846258163452,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 64, 5]",0.11532839889636218,8468.7687,0.5995503187179565,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 64, 10]",0.11187534208249096,16243.3548,0.9103857755661012,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 64, 50]",0.10975635093123144,72250.8987,3.6971458673477167,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 128, 1]",0.19820558589052045,1318.1797,0.31801083087921145,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 128, 5]",0.12080836536014115,4672.1225,0.4485985279083253,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 128, 10]",0.11046484571130852,8640.7003,0.589092707633972,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 128, 50]",0.11012341953936457,37257.3737,1.9075733900070193,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 256, 1]",0.1988012262880018,1027.8494,0.2947853565216064,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 256, 5]",0.12120283085706997,2800.134,0.38217368125915535,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 256, 10]",0.11293871032844718,4908.8621,0.46748750209808343,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 256, 50]",0.10883686103306915,20423.7271,1.1432593584060666,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 512, 1]",0.22461055447823647,1057.1222,0.2283742189407349,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 512, 5]",0.1256255804869715,1941.7507,0.30033853054046633,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 512, 10]",0.114620731778151,3009.8592,0.34730303287506104,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 512, 50]",0.11089846630508614,11013.8974,0.6766326904296877,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 1024, 1]",0.23578845174484922,1451.4497,0.20518496036529538,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 1024, 5]",0.1334670872947826,1869.015,0.2672057628631591,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 1024, 10]",0.11732728331369735,2380.4816,0.2991153478622436,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 1024, 50]",0.10995095045849082,6317.0269,0.48194651603698724,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 2048, 1]",0.2660458082805677,2423.5974,0.2111269235610962,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 2048, 5]",0.1507469069144603,2619.247,0.25194821357727054,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 2048, 10]",0.12337524413737072,2865.1212,0.2834860324859619,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 2048, 50]",0.11002435490397804,4769.0423,0.4001116991043092,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 4096, 1]",0.3213987966294597,4445.7229,0.22928602695465092,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 4096, 5]",0.1781818768839929,4540.6132,0.25580937862396247,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 4096, 10]",0.14167197392459113,4658.2385,0.2851850986480713,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 320, 4096, 50]",0.11169323255859945,5592.863,0.3947387218475341,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 32, 1]",0.15345945620243787,3925.6977,0.5478478670120239,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 32, 5]",0.08050609637663063,16538.8492,0.9080273389816286,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 32, 10]",0.07933221119393101,31456.6267,1.417674279212952,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 32, 50]",0.07824326626734092,88672.0,3.308042454719543,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 64, 1]",0.1554495570317905,2334.9877,0.49882991313934333,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 64, 5]",0.08345533642086782,8788.7687,0.7267625570297243,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 64, 10]",0.07894056124598911,16563.3548,1.0082162618637085,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 64, 50]",0.07813740239520828,72570.8987,3.3022086858749384,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 128, 1]",0.15313234324475672,1638.1797,0.46468040943145744,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 128, 5]",0.08374966757489073,4992.1225,0.5746726751327513,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 128, 10]",0.07993155558262097,8960.7003,0.6989124059677125,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 128, 50]",0.0792503586216453,37577.3737,1.9122636079788211,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 256, 1]",0.15758311161097452,1347.8494,0.41150178909301766,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 256, 5]",0.08747722176781444,3120.134,0.4893877029418946,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 256, 10]",0.07949227082878177,5228.8621,0.5578037023544312,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 256, 50]",0.07821030398849531,20743.7271,1.1232895851135254,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 512, 1]",0.16447939070139425,1377.1222,0.36405184268951424,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 512, 5]",0.09205758935360163,2261.7507,0.43617162704467766,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 512, 10]",0.0806110671142015,3329.8592,0.46946649551391595,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 512, 50]",0.07752901469559326,11333.8974,0.7670036792755128,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 1024, 1]",0.16842733354928194,1771.4497,0.3386099576950074,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 1024, 5]",0.09327276433750233,2189.015,0.39561836719512933,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 1024, 10]",0.08473807637047387,2700.4816,0.4294774532318115,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 1024, 50]",0.07932044945030259,6637.0269,0.5919458866119385,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 2048, 1]",0.2003516752926428,2743.5974,0.3423992156982421,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 2048, 5]",0.10754812628849483,2939.247,0.38073432445526123,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 2048, 10]",0.08749034287442428,3185.1212,0.4050846576690673,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 2048, 50]",0.07901536622942833,5089.0423,0.5215422153472902,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 4096, 1]",0.24523387591701862,4765.7229,0.3664391279220582,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 4096, 5]",0.1288534445527407,4860.6132,0.3853165388107299,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 4096, 10]",0.10438502466599152,4978.2385,0.4046289920806885,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 640, 4096, 50]",0.07849927626266762,5912.863,0.5166488885879517,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 32, 1]",0.11684620652458093,4565.6977,0.8385203838348387,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 32, 5]",0.05787434238033895,17178.8492,1.1981629610061648,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 32, 10]",0.05635101273250751,32096.6267,1.6916055440902713,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 32, 50]",0.05462106313585715,89312.0,3.8355321884155273,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 64, 1]",0.11656784687877474,2974.9877,0.7746179342269899,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 64, 5]",0.059487693916481704,9428.7687,0.9660686492919923,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 64, 10]",0.055625976216785854,17203.3548,1.206604504585266,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 64, 50]",0.05531459474035679,73210.8987,3.5868663072586053,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 128, 1]",0.1202801127105107,2278.1797,0.7451046466827391,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 128, 5]",0.06187547038300566,5632.1225,0.8399340629577635,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 128, 10]",0.056546865428615714,9600.7003,0.9537326574325563,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 128, 50]",0.05585426766611945,38217.3737,2.17803761959076,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 256, 1]",0.12211214209932737,1987.8494,0.6815890789031981,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 256, 5]",0.06192387143416852,3760.134,0.7489794731140138,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 256, 10]",0.05791998927566755,5868.8621,0.7964826583862303,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 256, 50]",0.055244545539034594,21383.7271,1.41746551990509,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 512, 1]",0.1142766016795621,2017.1222,0.6243470430374145,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 512, 5]",0.06401607978468694,2901.7507,0.6754715681076051,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 512, 10]",0.05780100593408596,3969.8592,0.6929116249084473,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 512, 50]",0.05535387515622108,11973.8974,1.0058681726455687,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 1024, 1]",0.12201975844922258,2411.4497,0.6011570692062378,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 1024, 5]",0.06878532641137512,2829.015,0.6350221872329713,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 1024, 10]",0.05920106800289599,3340.4816,0.6456672430038453,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 1024, 50]",0.054501276373126906,7277.0269,0.8157888650894165,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 2048, 1]",0.15173191403417985,3383.5974,0.5997131824493407,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 2048, 5]",0.07619198965404396,3579.247,0.6263175725936889,3.839709997177124
aloi,test,0.001,ann-faiss,"{}_[320, 1280, 2048, 10]",0.06320161645854123,3825.1212,0.6296576976776123,3.839709997177124
